document_id,project_id,project_name,publish_date,outlet,title,author
KOMPID0020231015ejaf003h1,P053,General (Chinese FDI & elections),2023-10-17,Kompas.com,Jokowi Minta Investor China Tak Khawatir soal Pemilu,Icha Rastika
KOMPCO0020231017ejah0002v,P032,General (BRF visit & diplomacy),2023-10-17,Kompas.com,"Hari Kedua di China, Jokowi Akan Bertemu Presiden Xi Jinping",Icha Rastika
KOMPCO0020231017ejah0008t,P054,"General (Chinese FDI, IKN, downstream)",2023-10-17,Tempo.co,Jokowi Promises Political Stability Ahead of 2024 General Elections for,Chinese Investors
TEMPOE0020231017ejah0005l,P218,Whoosh / Jakarta–Bandung HSR,2023-10-17,Kompas.id,Opini,"Mewujudkan Pembangunan Ekonomi Berkelanjutan YOVITA ARIKA 1,410 words"
KOMPID0020231017ejah000xe,P052,General (Chinese FDI & IKN / downstream),2023-10-17,Tempo.co,Jokowi Likens China's Investment to Bruce Lee; Swift and Precise,
TEMPOE0020231017ejah0008d,P064,General (Indonesia–China strategic partnership & IKN),2023-10-17,Kompas.id,Politik & Hukum,Kemitraan Strategis Komprehensif Indonesia-China Berkembang Sangat Baik SUHARTONO
KOMPID0020231017ejah004s9,P042,General (BRI projects),2023-10-18,Tempo.co,Jokowi Hopes China's Belt and Road Initiative Won't Lead to Losses,
TEMPOE0020231018ejai000gq,P034,General (BRI / Whoosh),2023-10-18,Kompas.id,Opini,"Kisah Jalur Sutra China PAULUS TRI AGUNG KRISTANTO, ANTONIUS TOMY TRINUGROHO"
KOMPID0020231018ejai005mt,P218,Whoosh / Jakarta–Bandung HSR,2023-10-18,Kompas.id,Ekonomi,"Masyarakat Masih Penuh Pertimbangan Gunakan Kereta Cepat AUFRIDA WISMI WARASTRI 1,060 words"
KOMPID0020231018ejai002s1,P073,General (energy transition cooperation),2023-10-19,The Jakarta Post,Indonesia seeks Chinese investment for energy transition,"Aditya Hadi, The Jakarta Post, Jakarta"
JKPOST0020231018ejai0000g,P055,General (Chinese energy & coal projects),2023-10-19,Koran Tempo,Rawan Masalah Investasi Cina,
TEMPID0020231019ejaj0002w,P045,"General (BRI, KCJB & Morowali)",2023-10-23,Kompas.id,Opini,"Penerimaan Sabuk dan Jalan Digital di Indonesia SRI HARTATI SAMHADI, YOHANES KRISNAWAN 1,123 words"
KOMPID0020231023ejan004ph,P038,General (BRI energy projects / CEEC),2023-10-24,The Jakarta Post,Ready to help BRI countries in energy transition: China Energy,
JKPOST0020231023ejan00002,P218,Whoosh / Jakarta–Bandung HSR,2023-10-24,Kompas.id,Ekonomi,"Imbas Kereta Cepat , Pemda Didorong Revisi Tata Ruangnya AUFRIDA WISMI WARASTRI"
KOMPID0020231024ejao001e1,P209,Suramadu & future Chinese-built bridges,2023-10-27,The Jakarta Post,Chinese firm eyes more bridge projects after Suramadu,
JKPOST0020231101ejb10000a,P125,Jakarta–Surabaya HSR extension,2023-11-02,Koran Tempo,Risiko Terjebak Utang Jumbo Cina,
TEMPID0020231102ejb200002,P125,Jakarta–Surabaya HSR extension,2023-11-02,Tempo.co,"Indonesia, China Start Studying Whoosh Extension to Surabaya",
TEMPOE0020231102ejb2000dx,P087,General (nickel downstreaming & smelters),2023-11-03,The Jakarta Post,Indonesia's nickel downstreaming needs more global players,"1,006 words"
JKPOST0020231102ejb20000h,P082,General (nickel EV battery ecosystem),2023-11-07,Koran Tempo,Perlahan Digeser Baterai Alternatif,
TEMPID0020231107ejb700030,P089,General (nickel smelter regions: Morowali & Central Halmahera),2023-11-08,The Jakarta Post,Behind the inequality of income and poverty,
JKPOST0020231107ejb700003,P072,General (connectivity & BRI-related logistics),2023-11-10,Kompas.id,Opini,"Konektivitas dan Manufaktur Berkelanjutan SRI HARTATI SAMHADI, YOHANES KRISNAWAN 1,336 words"
KOMPID0020231110ejba0053d,P157,Morowali (PT GNI CSR programs),2023-11-11,Kompas.id,Taja,PT GNI Dukung Upaya Tingkatkan Kesejahteraan Masyarakat Desa Bunta Melalui CSR Peri Berkarya
KOMPID0020231111ejbb001rx,P119,Jakarta–Bandung HSR (KCJB),2023-11-12,Koran Tempo,Jaminan APBN dan Jebakan Utang Kereta Cepat,"1,216 words"
TEMPID0020231113ejbc00032,P127,Jakarta–Surabaya HSR extension / BRI,2023-11-12,Tempo Magazine,The Jakarta-Surabaya High-Speed Train Debt Trap,
TEMGEN0020231113ejbc00008,P126,Jakarta–Surabaya HSR extension (Whoosh),2023-11-12,Tempo Magazine,Cannibalism Risk of Jakarta-Surabaya High-Speed Train,
TEMGEN0020231113ejbc0000f,P132,Java–Sumatra electricity interconnection (PLN–SGCC),2023-11-12,Tempo Magazine,How China Eyeing the Java-Sumatra Electricity Project,"1,119 words"
TEMGEN0020231113ejbc00003,P063,General (Indonesia–China investment and nickel sector),2023-11-13,Kompas.id,Politik & Hukum,"RI-Zhejiang Perluas Kolaborasi Perdagangan dan Investasi, Termasuk Produksi Nikel SUHARTONO 1,062 words"
KOMPID0020231113ejbd004h5,P201,"PT GNI nickel smelter, North Morowali",2023-11-15,Kompas.id,Taja,Karyawan PT GNI 80 Persen Tenaga Lokal dengan Gaji di Atas UMR
KOMPID0020231115ejbf0028l,P061,General (IPEF and US–China rivalry),2023-11-16,The Jakarta Post,No deal on IPEF as trade pillar needs more talks,
JKPOST0020231115ejbf00003,P062,General (Indonesia–China digital and smart city cooperation),2023-11-23,Tempo.co,Indonesia and China Enhance Digital Cooperation to Face New Technologies,
TEMPOE0020231123ejbn00001,P199,"PT GNI CSR and education programs, North Morowali",2023-11-23,Kompas.id,Taja,PT GNI Ajarkan Bahasa Inggris dan Beri Donasi Pendidikan untuk Warga Sekitar Smelter
KOMPID0020231123ejbn002e5,P219,Whoosh / Jakarta–Bandung HSR (KCIC),2023-11-26,Tempo.co,KCIC Collaborates with Domestic Banks for Financial Transactions,
TEMPOE0020231126ejbq00004,P065,General (Indonesia’s trade dependence on China),2023-11-26,Kompas.id,Ekonomi,"RI Makin Bergantung pada China ARIS PRASETYO 1,013 words"
KOMPID0020231126ejbq00461,P057,"General (Chinese investment, HSR and nickel projects)",2023-11-27,The Jakarta Post,Indonesia's election matters for ties with China,"1,234 words"
JKPOST0020231126ejbq00007,P077,General (green finance and investment in Indonesia),2023-12-02,The Jakarta Post,"RI banks uncertain about green financing, investment","Yohana Belinda, The Jakarta Post, Jakarta"
JKPOST0020231201ejc10000b,P069,General (RI–China relations and Whoosh),2023-12-05,The Jakarta Post,Optimism high for RI-China ties despite looming election,
JKPOST0020231204ejc40000e,P037,General (BRI and RI–China comprehensive partnership),2023-12-07,Kompas.id,Opini,"Membangun Dekade Baru Hubungan Tiongkok-Indonesia NUR HIDAYATI, YOHANES KRISNAWAN 1,036 words"
KOMPID0020231207ejc70008d,P044,"General (BRI, HSR, nickel and IKN)",2023-12-11,The Jakarta Post,New approach of China's BRI and why it matters,
JKPOST0020231210ejca00002,P210,Tokopedia–TikTok deal and Chinese e-commerce platforms,2023-12-16,Koran Tempo,Dominasi Investor Cina di Lokapasar Dalam Negeri,"1,673 words"
TEMPID0020231216ejcg00002,P200,"PT GNI nickel smelter CSR, North Morowali",2023-12-19,Kompas.id,Taja,Kontribusi Holistik PT GNI untuk Kesejahteraan dan Pembangunan Morowali Utara
KOMPID0020231219ejcj001up,P046,General (CEWC 2024 and high quality BRI),2023-12-22,The Jakarta Post,CEWC 2024: China's strategic blueprint,"1,133 words"
JKPOST0020231221ejcl0000j,P101,"IMIP / ITSS nickel smelter, Morowali",2023-12-24,Kompas.id,Nusantara,"Ledakan Tungku Smelter di Morowali , 13 Orang Tewas dan 38 Korban Luka NELI TRIANA"
KOMPID0020231224ejco00231,P100,"IMIP / ITSS / GNI nickel smelters, Morowali",2023-12-24,Tempo.co,Nickel Smelter Furnace Explosion: Walhi Central Sulawesi Urges Govt to,Stop PT IMIP Production
TEMPOE0020231224ejco0002u,P102,"IMIP nickel industrial park, Morowali",2023-12-25,Kompas.com,"Tindak Lanjuti Kecelakaan Kerja di Morowali , Kemenaker Turunkan",Pengawas Ketenagakerjaan Agung Dwi E
KOMPCO0020231225ejcp0008e,P100,"IMIP / ITSS / GNI nickel smelters, Morowali",2023-12-25,Koran Tempo,Dikuasai Raja Nikel dari Cina,"1,123 words"
TEMPID0020231225ejcp00003,P101,"IMIP / ITSS nickel smelter, Morowali",2023-12-25,Koran Tempo,Intaian Maut di Proyek Penghiliran Kebanggaan Jokowi,
TEMPID0020231226ejcp00034,P104,"ITSS nickel smelter, IMIP Morowali",2023-12-28,Tempo.co,Manpower Ministry Proposes OHS Law Revision Post Morowali Smelter,Explosion
TEMPOE0020231228ejcs000gq,P201,"PT GNI nickel smelter, North Morowali",2023-12-28,Kompas.id,Taja,Visi PT GNI: Ciptakan Ribuan Lapangan Kerja di Morowali Utara
KOMPID0020231228ejcs002xl,P086,General (nickel downstreaming & EV industrial policy),2023-12-29,The Jakarta Post,All roads taken for EV,
JKPOST0020231228ejcs0000c,P050,General (China’s global role & BRI),2023-12-30,The Jakarta Post,The world can gain from a self-confident China,"1,112 words"
JKPOST0020231229ejct0000l,P185,Morowali nickel smelters (general),2023-12-30,Kompas.id,Ekonomi,"Bertahan Hidup dengan Terus Bekerja ARIS PRASETYO 1,363 words"
TEMPID0020240102ek1100031,P103,"ITSS nickel smelter & nickel downstreaming, IMIP Morowali",2024-01-02,Tempo.co,Anies Baswedan's Team Highlights Indonesia's Reliance on China for,Downstream Project
TEMPOE0020240102ek120008k,P068,"General (RI–China bilateral ties, BRI, Whoosh, IKN)",2024-01-03,Tempo.co,"China, Indonesia Getting Closer as More Beneficial Commitments Built",
TEMPOE0020240103ek130002u,P056,General (Chinese infrastructure & downstream loans),2024-01-09,Koran Tempo,Risiko Utang Melambung Tinggi,"1,001 words"
TEMPID0020240109ek190002u,P033,General (BRI & Chinese nickel smelters in Indonesia),2024-01-12,The Jakarta Post,How Belt and Road Initiative can give impetus to development in,Indonesia
JKPOST0020240111ek1b0000o,P076,"General (geo-economic competition in clean energy, BRI vs G7)",2024-01-12,The Jakarta Post,Geo-economic competition hinders energy transition plan,
JKPOST0020240111ek1b0000n,P220,Whoosh HSR & RI–China transport cooperation,2024-01-15,Tempo.co,"China Explores Autonomous Trains Project in Indonesia IKN, Minister Says",
TEMPOE0020240115ek1f0005p,P041,General (BRI lending & debt trap),2024-01-17,Tempo.co,7 Countries with Largest Debt to China; Is Indonesia Among Them?,
TEMPOE0020240117ek1h0002u,P048,General (China–Indonesia trade & investment linkages),2024-01-17,Kompas.id,Ekonomi,"Asal Efisien dan Kompetitif, Ekonomi RI Tak Terpengaruh China ARIS PRASETYO"
KOMPID0020240117ek1h004h5,P085,General (nickel downstreaming & Chinese-linked EV supply chain),2024-01-25,The Jakarta Post,Downstreaming is losing ground for Indonesian development,
JKPOST0020240124ek1p0000f,P133,KCI Commuter Line train purchase from CRRC Sifang,2024-02-02,The Jakarta Post,Commuter Line to import Chinese trains for aging fleet,"Divya Karyza, The Jakarta Post, Jakarta"
